externalid,tranId,Customer,trandate,orderstatus,startdate,enddate,otherrefnum,memo,salesrep,opportunity,saleseffectivedate,leadsource,partner,Department,Class,Location,couponcode,promocode,discount-discountItem,discount-discountrate,itemLine_item,new_part,itemLine_quantity,itemLine_serialNumbers,itemLine_units,itemLine_salesPrice,itemLine_amount,itemLine_description,itemLine_isTaxable,itemLine_priceLevel,itemLine_department,itemLine_class,itemLine_location,itemLine_custom:Field Name,itemLine_custom:Field Name1,itemLine_custom:Field Name2,shipdate,shipcarrier,shipmethod,shipcomplete,shipaddresslist,shipattention,shipaddressee,shipAddr1,shipAddr2,shipCity,shipState,shipZip,shipCountry,shipPhone,terms,billattention,billAddressee,billAddr1,billAddr2,billCity,billState,billZip,billCountry,billPhone,currency,exchangerate,istaxable,taxitem,taxrate,tobeprinted,tobeemailed,email,tobefaxed,fax,customermessage,custbody_nsts_ci_exclude,custom:Field Name,custom:Field Name1,custom:Field Name2
71538,71538,0801079,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,M305,,1,?,EACH,4.5,4.5,Ring - backup - chamber Mako/B,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,Terra Alta,26764,USA,?,30,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,WV,26764,USA,?,?,?,NONTAX,?,?,Y,?,,?,(304) 789-6863,?,?,?,?,?,
71538,71538,0801079,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,Terra Alta,26764,USA,?,30,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,WV,26764,USA,?,?,?,NONTAX,?,?,Y,?,,?,(304) 789-6863,?,?,?,?,?,
71538,71538,0801079,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-PA,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,Terra Alta,26764,USA,?,30,?,TERRA ALTA VOLUNTEER FIRE DEPT,1120 EAST STATE AVE,,Terra Alta,WV,26764,USA,?,?,?,NONTAX,?,?,Y,?,,?,(304) 789-6863,?,?,?,?,?,
71539,71539,0609235,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM NC,,1,?,EACH,435.37,435.37,PREVENTATIVE MAINTENANCE NC,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PIEDMONT TRIAD AIRPORT AUTHTY,803 N TERMINAL SERVICE RD,,GREENSBORO,GREENSBORO,27409,USA,?,30,?,PIEDMONT TRIAD AIRPORT AUTHTY,1000-A TED JOHNSON PARKWAY,ATTN:  SHELIA NEEDHAM,Greensboro,NC,27409,USA,?,?,?,NC-GUIL,?,?,Y,?,,?,(336) 655-5514,?,?,?,?,?,
71539,71539,0609235,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PIEDMONT TRIAD AIRPORT AUTHTY,803 N TERMINAL SERVICE RD,,GREENSBORO,GREENSBORO,27409,USA,?,30,?,PIEDMONT TRIAD AIRPORT AUTHTY,1000-A TED JOHNSON PARKWAY,ATTN:  SHELIA NEEDHAM,Greensboro,NC,27409,USA,?,?,?,NC-GUIL,?,?,Y,?,,?,(336) 655-5514,?,?,?,?,?,
71539,71539,0609235,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,2,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,PIEDMONT TRIAD AIRPORT AUTHTY,803 N TERMINAL SERVICE RD,,GREENSBORO,GREENSBORO,27409,USA,?,30,?,PIEDMONT TRIAD AIRPORT AUTHTY,1000-A TED JOHNSON PARKWAY,ATTN:  SHELIA NEEDHAM,Greensboro,NC,27409,USA,?,?,?,NC-GUIL,?,?,Y,?,,?,(336) 655-5514,?,?,?,?,?,
71539,71539,0609235,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PIEDMONT TRIAD AIRPORT AUTHTY,803 N TERMINAL SERVICE RD,,GREENSBORO,GREENSBORO,27409,USA,?,30,?,PIEDMONT TRIAD AIRPORT AUTHTY,1000-A TED JOHNSON PARKWAY,ATTN:  SHELIA NEEDHAM,Greensboro,NC,27409,USA,?,?,?,NC-GUIL,?,?,Y,?,,?,(336) 655-5514,?,?,?,?,?,
71539,71539,0609235,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N70,,1,?,EACH,15,15,Element - Intake Filter. NO BO,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PIEDMONT TRIAD AIRPORT AUTHTY,803 N TERMINAL SERVICE RD,,GREENSBORO,GREENSBORO,27409,USA,?,30,?,PIEDMONT TRIAD AIRPORT AUTHTY,1000-A TED JOHNSON PARKWAY,ATTN:  SHELIA NEEDHAM,Greensboro,NC,27409,USA,?,?,?,NC-GUIL,?,?,Y,?,,?,(336) 655-5514,?,?,?,?,?,
71539,71539,0609235,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PIEDMONT TRIAD AIRPORT AUTHTY,803 N TERMINAL SERVICE RD,,GREENSBORO,GREENSBORO,27409,USA,?,30,?,PIEDMONT TRIAD AIRPORT AUTHTY,1000-A TED JOHNSON PARKWAY,ATTN:  SHELIA NEEDHAM,Greensboro,NC,27409,USA,?,?,?,NC-GUIL,?,?,Y,?,,?,(336) 655-5514,?,?,?,?,?,
71539,71539,0609235,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL-NC,,1,?,EACH,172,172,LAB ON LOCALE TWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PIEDMONT TRIAD AIRPORT AUTHTY,803 N TERMINAL SERVICE RD,,GREENSBORO,GREENSBORO,27409,USA,?,30,?,PIEDMONT TRIAD AIRPORT AUTHTY,1000-A TED JOHNSON PARKWAY,ATTN:  SHELIA NEEDHAM,Greensboro,NC,27409,USA,?,?,?,NC-GUIL,?,?,Y,?,,?,(336) 655-5514,?,?,?,?,?,
71539,71539,0609235,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,0.75,?,EACH,83,83,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PIEDMONT TRIAD AIRPORT AUTHTY,803 N TERMINAL SERVICE RD,,GREENSBORO,GREENSBORO,27409,USA,?,30,?,PIEDMONT TRIAD AIRPORT AUTHTY,1000-A TED JOHNSON PARKWAY,ATTN:  SHELIA NEEDHAM,Greensboro,NC,27409,USA,?,?,?,NC-GUIL,?,?,Y,?,,?,(336) 655-5514,?,?,?,?,?,
71539,71539,0609235,02/19/19,O,?,?,SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,3.43,3.43,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PIEDMONT TRIAD AIRPORT AUTHTY,803 N TERMINAL SERVICE RD,,GREENSBORO,GREENSBORO,27409,USA,?,30,?,PIEDMONT TRIAD AIRPORT AUTHTY,1000-A TED JOHNSON PARKWAY,ATTN:  SHELIA NEEDHAM,Greensboro,NC,27409,USA,?,?,?,NC-GUIL,?,?,Y,?,,?,(336) 655-5514,?,?,?,?,?,
71541,71541,0611510,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM,,1,?,EACH,415.11,415.11,PREVENTATIVE MAINTENANCE,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,FORT JACKSON,FORT JACKSON,29207,USA,?,11,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,Columbia,SC,29207,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71541,71541,0611510,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,FORT JACKSON,FORT JACKSON,29207,USA,?,11,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,Columbia,SC,29207,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71541,71541,0611510,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,2,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,FORT JACKSON,FORT JACKSON,29207,USA,?,11,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,Columbia,SC,29207,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71541,71541,0611510,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,FORT JACKSON,FORT JACKSON,29207,USA,?,11,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,Columbia,SC,29207,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71541,71541,0611510,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25950,N25950,1,?,EACH,30.3,30.3,Filter Intake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,FORT JACKSON,FORT JACKSON,29207,USA,?,11,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,Columbia,SC,29207,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71541,71541,0611510,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,FORT JACKSON,FORT JACKSON,29207,USA,?,11,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,Columbia,SC,29207,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71541,71541,0611510,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,83,83,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,FORT JACKSON,FORT JACKSON,29207,USA,?,11,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,Columbia,SC,29207,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71541,71541,0611510,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL,,1,?,EACH,172,172,LAB ON LOCALETWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,FORT JACKSON,FORT JACKSON,29207,USA,?,11,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,Columbia,SC,29207,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71541,71541,0611510,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,16.85,16.85,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,FORT JACKSON,FORT JACKSON,29207,USA,?,11,?,FORT JACKSON FIRE DEPT,5499 FORT JACKSON BLVD,,Columbia,SC,29207,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,,?,?,?,?,?,
71542,71542,0902190,02/19/19,O,?,?,JUL PM,?,0047,,?,,?,?,?,,?,?,N,?,BAS-PMPA2,,1,?,EACH,274.5,274.5,Semi Annual  Preventative Main,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DERRY TWP  #1 VFD,1310 Hight St,,Bradenville,Bradenville,15620,US,?,30,?,DERRY TWP  #1 VFD,PO BOX 325,Accounts Payable,Bradenville,PA,15620,US,?,?,?,NONTAX,?,?,Y,?,DTVFD71@COMCAST.NET,?,724539-4158,?,?,?,?,?,
71542,71542,0902190,02/19/19,O,?,?,JUL PM,?,0047,,?,,?,?,?,,?,?,Y,?,1803,,1,?,EACH,82,82,Cartridge 27 inch fits Mako p,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DERRY TWP  #1 VFD,1310 Hight St,,Bradenville,Bradenville,15620,US,?,30,?,DERRY TWP  #1 VFD,PO BOX 325,Accounts Payable,Bradenville,PA,15620,US,?,?,?,NONTAX,?,?,Y,?,DTVFD71@COMCAST.NET,?,724539-4158,?,?,?,?,?,
71542,71542,0902190,02/19/19,O,?,?,JUL PM,?,0047,,?,,?,?,?,,?,?,Y,?,X0225,,1,?,EACH,48,48,Filter - Mako intake 4.75 H x,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DERRY TWP  #1 VFD,1310 Hight St,,Bradenville,Bradenville,15620,US,?,30,?,DERRY TWP  #1 VFD,PO BOX 325,Accounts Payable,Bradenville,PA,15620,US,?,?,?,NONTAX,?,?,Y,?,DTVFD71@COMCAST.NET,?,724539-4158,?,?,?,?,?,
71542,71542,0902190,02/19/19,O,?,?,JUL PM,?,0047,,?,,?,?,?,,?,?,Y,?,M301,,1,?,EACH,4.5,4.5,O-ring - chamber Mako/Bauer.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DERRY TWP  #1 VFD,1310 Hight St,,Bradenville,Bradenville,15620,US,?,30,?,DERRY TWP  #1 VFD,PO BOX 325,Accounts Payable,Bradenville,PA,15620,US,?,?,?,NONTAX,?,?,Y,?,DTVFD71@COMCAST.NET,?,724539-4158,?,?,?,?,?,
71542,71542,0902190,02/19/19,O,?,?,JUL PM,?,0047,,?,,?,?,?,,?,?,Y,?,M305,,1,?,EACH,4.5,4.5,Ring - backup - chamber Mako/B,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DERRY TWP  #1 VFD,1310 Hight St,,Bradenville,Bradenville,15620,US,?,30,?,DERRY TWP  #1 VFD,PO BOX 325,Accounts Payable,Bradenville,PA,15620,US,?,?,?,NONTAX,?,?,Y,?,DTVFD71@COMCAST.NET,?,724539-4158,?,?,?,?,?,
71542,71542,0902190,02/19/19,O,?,?,JUL PM,?,0047,,?,,?,?,?,,?,?,N,?,SLP-HP-WITH MAINTENANCE,,1,?,EACH,128,128,Single High Pressure Air Test.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DERRY TWP  #1 VFD,1310 Hight St,,Bradenville,Bradenville,15620,US,?,30,?,DERRY TWP  #1 VFD,PO BOX 325,Accounts Payable,Bradenville,PA,15620,US,?,?,?,NONTAX,?,?,Y,?,DTVFD71@COMCAST.NET,?,724539-4158,?,?,?,?,?,
71543,71543,0600549,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM,,1,?,EACH,373.16,373.16,PREVENTATIVE MAINTENANCE,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CAYCE DEPT OF PUBLIC SAFETY,2 LAVERN JUMPER RD,,Cayce,Cayce,29033,USA,?,30,?,CAYCE,CITY OF,PO BOX 2004,,West Columbia,SC,29171,USA,?,?,?,SC-LEXING,?,?,Y,?,JCARABETTA@CITYOFCAYCE-SC.GOV,?,(803) 794-2393,?,?,?,?,?,
71543,71543,0600549,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CAYCE DEPT OF PUBLIC SAFETY,2 LAVERN JUMPER RD,,Cayce,Cayce,29033,USA,?,30,?,CAYCE,CITY OF,PO BOX 2004,,West Columbia,SC,29171,USA,?,?,?,SC-LEXING,?,?,Y,?,JCARABETTA@CITYOFCAYCE-SC.GOV,?,(803) 794-2393,?,?,?,?,?,
71543,71543,0600549,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,2,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,CAYCE DEPT OF PUBLIC SAFETY,2 LAVERN JUMPER RD,,Cayce,Cayce,29033,USA,?,30,?,CAYCE,CITY OF,PO BOX 2004,,West Columbia,SC,29171,USA,?,?,?,SC-LEXING,?,?,Y,?,JCARABETTA@CITYOFCAYCE-SC.GOV,?,(803) 794-2393,?,?,?,?,?,
71543,71543,0600549,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,20-ML03,,1,?,EACH,69.98,69.98,CARTRIDGE 3 CHEM. LONG PLASTI,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CAYCE DEPT OF PUBLIC SAFETY,2 LAVERN JUMPER RD,,Cayce,Cayce,29033,USA,?,30,?,CAYCE,CITY OF,PO BOX 2004,,West Columbia,SC,29171,USA,?,?,?,SC-LEXING,?,?,Y,?,JCARABETTA@CITYOFCAYCE-SC.GOV,?,(803) 794-2393,?,?,?,?,?,
71543,71543,0600549,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N70,,1,?,EACH,15,15,Element - Intake Filter. NO BO,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CAYCE DEPT OF PUBLIC SAFETY,2 LAVERN JUMPER RD,,Cayce,Cayce,29033,USA,?,30,?,CAYCE,CITY OF,PO BOX 2004,,West Columbia,SC,29171,USA,?,?,?,SC-LEXING,?,?,Y,?,JCARABETTA@CITYOFCAYCE-SC.GOV,?,(803) 794-2393,?,?,?,?,?,
71543,71543,0600549,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,OIL24,OIL-0024/GAL,1,?,EACH,82.5,82.5,Oil chemlube 800 gallon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CAYCE DEPT OF PUBLIC SAFETY,2 LAVERN JUMPER RD,,Cayce,Cayce,29033,USA,?,30,?,CAYCE,CITY OF,PO BOX 2004,,West Columbia,SC,29171,USA,?,?,?,SC-LEXING,?,?,Y,?,JCARABETTA@CITYOFCAYCE-SC.GOV,?,(803) 794-2393,?,?,?,?,?,
71543,71543,0600549,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N25326K,,1,?,EACH,26.93,26.93,KIT OIL FILTER ELEMENT,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CAYCE DEPT OF PUBLIC SAFETY,2 LAVERN JUMPER RD,,Cayce,Cayce,29033,USA,?,30,?,CAYCE,CITY OF,PO BOX 2004,,West Columbia,SC,29171,USA,?,?,?,SC-LEXING,?,?,Y,?,JCARABETTA@CITYOFCAYCE-SC.GOV,?,(803) 794-2393,?,?,?,?,?,
71543,71543,0600549,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL,,1,?,EACH,172,172,LAB ON LOCALETWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CAYCE DEPT OF PUBLIC SAFETY,2 LAVERN JUMPER RD,,Cayce,Cayce,29033,USA,?,30,?,CAYCE,CITY OF,PO BOX 2004,,West Columbia,SC,29171,USA,?,?,?,SC-LEXING,?,?,Y,?,JCARABETTA@CITYOFCAYCE-SC.GOV,?,(803) 794-2393,?,?,?,?,?,
71543,71543,0600549,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-MISC MAINT PARTS,,1,?,EACH,15.76,15.76,MISC MAINTENANCE PARTS,?,?,?,?,?,?,?,?,?,?,?,?,?,?,CAYCE DEPT OF PUBLIC SAFETY,2 LAVERN JUMPER RD,,Cayce,Cayce,29033,USA,?,30,?,CAYCE,CITY OF,PO BOX 2004,,West Columbia,SC,29171,USA,?,?,?,SC-LEXING,?,?,Y,?,JCARABETTA@CITYOFCAYCE-SC.GOV,?,(803) 794-2393,?,?,?,?,?,
71545,71545,0600176,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,SAS-PM,,1,?,EACH,1221.39,1221.39,PREVENTATIVE MAINTENANCE,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INTERNATIONAL PAPER,4001 McCORDS FERRY RD,ATTN: ALLEN ROBINSON,EASTOVER,EASTOVER,29044,USA,?,30,?,INTERNATIONAL PAPER,PO BOX B,,Eastover,SC,29044,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,803-353-7896,?,?,?,?,?,
71545,71545,0600176,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,HAZ MAT FEE-NC,,1,?,EACH,6.5,6.5,Haz Mat Fee - Oil Disposal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INTERNATIONAL PAPER,4001 McCORDS FERRY RD,ATTN: ALLEN ROBINSON,EASTOVER,EASTOVER,29044,USA,?,30,?,INTERNATIONAL PAPER,PO BOX B,,Eastover,SC,29044,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,803-353-7896,?,?,?,?,?,
71545,71545,0600176,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,04-0310,,2,?,EACH,12,12,KIT O-RING (CHAMBER),?,?,?,?,?,?,?,?,?,?,?,?,?,?,INTERNATIONAL PAPER,4001 McCORDS FERRY RD,ATTN: ALLEN ROBINSON,EASTOVER,EASTOVER,29044,USA,?,30,?,INTERNATIONAL PAPER,PO BOX B,,Eastover,SC,29044,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,803-353-7896,?,?,?,?,?,
71545,71545,0600176,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,58821,058821,1,?,EACH,66,66,Cartridge - 10 IN. CO was BC10,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INTERNATIONAL PAPER,4001 McCORDS FERRY RD,ATTN: ALLEN ROBINSON,EASTOVER,EASTOVER,29044,USA,?,30,?,INTERNATIONAL PAPER,PO BOX B,,Eastover,SC,29044,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,803-353-7896,?,?,?,?,?,
71545,71545,0600176,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,58825,058825,1,?,EACH,84,84,Cartridge - 27 in. no CO. Was,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INTERNATIONAL PAPER,4001 McCORDS FERRY RD,ATTN: ALLEN ROBINSON,EASTOVER,EASTOVER,29044,USA,?,30,?,INTERNATIONAL PAPER,PO BOX B,,Eastover,SC,29044,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,803-353-7896,?,?,?,?,?,
71545,71545,0600176,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,N70,,1,?,EACH,15,15,Element - Intake Filter. NO BO,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INTERNATIONAL PAPER,4001 McCORDS FERRY RD,ATTN: ALLEN ROBINSON,EASTOVER,EASTOVER,29044,USA,?,30,?,INTERNATIONAL PAPER,PO BOX B,,Eastover,SC,29044,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,803-353-7896,?,?,?,?,?,
71545,71545,0600176,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,Y,?,65-1230,,0.75,?,EACH,26.4,26.4,OIL COMP. (MSDS UPON REQUEST),?,?,?,?,?,?,?,?,?,?,?,?,?,?,INTERNATIONAL PAPER,4001 McCORDS FERRY RD,ATTN: ALLEN ROBINSON,EASTOVER,EASTOVER,29044,USA,?,30,?,INTERNATIONAL PAPER,PO BOX B,,Eastover,SC,29044,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,803-353-7896,?,?,?,?,?,
71545,71545,0600176,02/19/19,O,?,?,NOT SIGNED,?,0104,,?,,?,?,?,,?,?,N,?,AIRTEST-TWNLOL,,1,?,EACH,172,172,LAB ON LOCALETWIN 1989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INTERNATIONAL PAPER,4001 McCORDS FERRY RD,ATTN: ALLEN ROBINSON,EASTOVER,EASTOVER,29044,USA,?,30,?,INTERNATIONAL PAPER,PO BOX B,,Eastover,SC,29044,USA,?,?,?,SC-NONTAX,?,?,Y,?,,?,803-353-7896,?,?,?,?,?,
71549,71549,0850289,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,N,?,BAS-PMPA2,,1,?,EACH,274.5,274.5,Semi Annual  Preventative Main,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HANOVER VOL. FIRE DEPT.,9 STARCK DR,,Burgettstown,Burgettstown,15021,USA,?,30,?,HANOVER VFD RELIEF ASSOCIATION,9 STARCK DR,,Burgettstown,PA,15021,USA,?,?,?,NONTAX,?,?,Y,?,,?,(724) 729-7260,?,?,?,?,?,
71549,71549,0850289,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,60037,060037A,1,?,EACH,158,158,Cartridge - SECURUS Was CTG9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HANOVER VOL. FIRE DEPT.,9 STARCK DR,,Burgettstown,Burgettstown,15021,USA,?,30,?,HANOVER VFD RELIEF ASSOCIATION,9 STARCK DR,,Burgettstown,PA,15021,USA,?,?,?,NONTAX,?,?,Y,?,,?,(724) 729-7260,?,?,?,?,?,
71549,71549,0850289,02/19/19,O,?,?,JAN-PM,?,0047,,?,,?,?,?,,?,?,Y,?,N25950,N25950,1,?,EACH,30.3,30.3,Filter Intake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,HANOVER VOL. FIRE DEPT.,9 STARCK DR,,Burgettstown,Burgettstown,15021,USA,?,30,?,HANOVER VFD RELIEF ASSOCIATION,9 STARCK DR,,Burgettstown,PA,15021,USA,?,?,?,NONTAX,?,?,Y,?,,?,(724) 729-7260,?,?,?,?,?,
